id,name,nbItems,classification
ailes~product_simplification,ailes,,orthographic
ailes_de_fléaux~product_simplification,ailes de fléaux,,simplification
ailes_de_fléaux~product_simplification,ailes de fléaux,,orthographic
ailes_de_moulins~product_simplification,ailes de moulins,,simplification
ailes_de_moulins~product_simplification,ailes de moulins,,orthographic
ailor~product_simplification,ailor,,simplification
ailor~product_simplification,ailor,,orthographic
ails_à_fauches~product_simplification,ails à fauches,,simplification
ails_à_fauches~product_simplification,ails à fauches,,orthographic
ails_blancs_à_casser~product_simplification,ails blancs à casser,,simplification
ails_blancs_à_casser~product_simplification,ails blancs à casser,,orthographic
aimant~product_simplification,aimant,,simplification
aimant~product_simplification,aimant,,orthographic
ains_et_lignes_à_pêcher~product_simplification,ains et lignes à pêcher,,simplification
ains_et_lignes_à_pêcher~product_simplification,ains et lignes à pêcher,,orthographic
airain~product_simplification,airain,,simplification
airain~product_simplification,airain,,orthographic
airain_non_ouvré~product_simplification,airain non ouvré,,simplification
airain_non_ouvré~product_simplification,airain non ouvré,,orthographic
ajamis~product_simplification,ajamis,,simplification
ajamis~product_simplification,ajamis,,orthographic
ajustements~product_simplification,ajustements,,simplification
ajustements~product_simplification,ajustements,,orthographic
ajustements_de_soie~product_simplification,ajustements de soie,,simplification
ajustements_de_soie~product_simplification,ajustements de soie,,orthographic
alambics~product_simplification,alambics,,simplification
alambics~product_simplification,alambics,,orthographic
alambics_d'étain~product_simplification,alambics d'étain,,simplification
alambics_d'étain~product_simplification,alambics d'étain,,orthographic
alambics_de_terre~product_simplification,alambics de terre,,simplification
alambics_de_terre~product_simplification,alambics de terre,,orthographic
alana~product_simplification,alana,,simplification
alana~product_simplification,alana (tripoli),,orthographic
à_l'aventure~product_simplification,à l'aventure,,simplification
à_l'aventure~product_simplification,à l'aventure,,orthographic
alazar~product_simplification,alazar,,simplification
alazar~product_simplification,alazar,,orthographic
albâtre~product_simplification,albâtre,,simplification
albâtre~product_simplification,albâtre,,orthographic
albâtre_brut~product_simplification,albâtre brut,,simplification
albâtre_brut~product_simplification,albâtre brut,,orthographic
ouvrages_de_marbre_et_ouvrages_d'albâtre~product_simplification,ouvrages de marbre et ouvrages d'albâtre,,simplification
ouvrages_de_marbre_et_ouvrages_d'albâtre~product_simplification,albâtre et marbre ouvrés,,orthographic
albâtre_moulé_poli_ou_sculpté~product_simplification,albâtre moulé poli ou sculpté,,simplification
albâtre_moulé_poli_ou_sculpté~product_simplification,"albâtre sculpté, moulé ou poli",,orthographic
cendre_de_bois_vive~product_simplification,cendre de bois vive,,simplification
cendre_de_bois_vive~product_simplification,alcalis cendre de bois vive,,orthographic
perlasse_et_gravelées~product_simplification,perlasse et gravelées,,simplification
perlasse_et_gravelées~product_simplification,alcalis perlasse et cendre gravelées,,orthographic
alcalis_salin~product_simplification,alcalis salin,,simplification
alcalis_salin~product_simplification,alcalis salin,,orthographic
alcalis_autre_que_natron_et_soudes~product_simplification,alcalis autre que natron et soudes,,simplification
alcalis_autre_que_natron_et_soudes~product_simplification,alcalis soudes autre que natron,,orthographic
soudes_de_toute_sorte~product_simplification,soudes de toute sorte,,simplification
soudes_de_toute_sorte~product_simplification,alcalis soudes de toute sorte,,orthographic
natron_et_soudes~product_simplification,natron et soudes,,simplification
natron_et_soudes~product_simplification,alcalis soudes et natron,,orthographic
ali~product_simplification,ali,,simplification
ali~product_simplification,ali,,orthographic
alicot~product_simplification,alicot,,simplification
alicot~product_simplification,alicot,,orthographic
alkermés~product_simplification,alkermés,,simplification
alkermés~product_simplification,alkermés,,orthographic
allaya~product_simplification,allaya,,simplification
allaya~product_simplification,allaya,,orthographic
alleaux~product_simplification,alleaux,,simplification
alleaux~product_simplification,alleaux,,orthographic
allumettes_à_vin~product_simplification,allumettes à vin,,simplification
allumettes_à_vin~product_simplification,allumettes à vin,,orthographic
allumettes_de_coton~product_simplification,allumettes de coton,,simplification
allumettes_de_coton~product_simplification,allumettes de coton,,orthographic
allumettes_de_mêche_soufrée~product_simplification,allumettes de mêche soufrée,,simplification
allumettes_de_mêche_soufrée~product_simplification,allumettes de mêche soufrée,,orthographic
allumettes_droguées~product_simplification,allumettes droguées,,simplification
allumettes_droguées~product_simplification,allumettes droguées,,orthographic
allumettes_épicée~product_simplification,allumettes épicée,,simplification
allumettes_épicée~product_simplification,allumettes épicées,,orthographic
allumettes_opérées_et_soufrées~product_simplification,allumettes opérées et soufrées,,simplification
allumettes_opérées_et_soufrées~product_simplification,allumettes opérées et soufrées,,orthographic
allumettes_soufrées~product_simplification,allumettes soufrées,,simplification
allumettes_soufrées~product_simplification,allumettes soufrées,,orthographic
almagro_ou_crayon_rouge~product_simplification,almagro ou crayon rouge,,simplification
almagro_ou_crayon_rouge~product_simplification,almagro ou crayon rouge,,orthographic
almanachs~product_simplification,almanachs,,simplification
almanachs~product_simplification,almanachs,,orthographic
almanachs_enjolivés~product_simplification,almanachs enjolivés,,simplification
almanachs_enjolivés~product_simplification,almanachs enjolivés,,orthographic
aloès_commun~product_simplification,aloès commun,,simplification
aloès_commun~product_simplification,aloès commun,,orthographic
aloès_hépatique~product_simplification,aloès hépatique,,simplification
aloès_hépatique~product_simplification,aloès hépatique,,orthographic
aloès_moyen~product_simplification,aloès moyen,,simplification
aloès_moyen~product_simplification,aloès moyen,,orthographic
aloiset~product_simplification,aloiset,,simplification
aloiset~product_simplification,aloiset,,orthographic
alose_fumée~product_simplification,alose fumée,,simplification
alose_fumée~product_simplification,alose fumée,,orthographic
alose_salée~product_simplification,alose salée,,simplification
alose_salée~product_simplification,alose salée,,orthographic
aloues~product_simplification,aloues,,simplification
aloues~product_simplification,aloues,,orthographic
alpargate~product_simplification,alpargate,,simplification
alpargate~product_simplification,alpargate,,orthographic
alphabets~product_simplification,alphabets,,simplification
alphabets~product_simplification,alphabets,,orthographic
alpiste~product_simplification,alpiste,,simplification
alpiste~product_simplification,alpiste,,orthographic
alpiste_et_millet~product_simplification,alpiste et millet,,simplification
alpiste_et_millet~product_simplification,alpiste et millet,,orthographic
alquifoux_et_mine_de_plomb~product_simplification,alquifoux et mine de plomb,,simplification
alquifoux_et_mine_de_plomb~product_simplification,alquifoux et mine de plomb,,orthographic
alquifoux_mine_de_plomb_ou_graphite~product_simplification,alquifoux mine de plomb ou graphite,,simplification
alquifoux_mine_de_plomb_ou_graphite~product_simplification,alquifoux mine de plomb ou graphite,,orthographic
alquifoux_ou_mine_de_plomb~product_simplification,alquifoux ou mine de plomb,,simplification
alquifoux_ou_mine_de_plomb~product_simplification,alquifoux ou mine de plomb,,orthographic
alquitra~product_simplification,alquitra,,simplification
alquitra~product_simplification,alquitra,,orthographic
alun_à_cordonnier~product_simplification,alun à cordonnier,,simplification
alun_à_cordonnier~product_simplification,alun à cordonnier,,orthographic
alun_bon~product_simplification,alun bon,,simplification
alun_bon~product_simplification,alun bon,,orthographic
alun_de_glace~product_simplification,alun de glace,,simplification
alun_de_glace~product_simplification,alun de glace,,orthographic
alun_de_Rome~product_simplification,alun de Rome,,simplification
alun_de_Rome~product_simplification,alun de Rome,,orthographic
alun_en_rame~product_simplification,alun en rame,,simplification
alun_en_rame~product_simplification,alun en rame,,orthographic
alun_gâté~product_simplification,alun gâté,,simplification
alun_gâté~product_simplification,alun gâté,,orthographic
alvés~product_simplification,alvés,,simplification
alvés~product_simplification,alvés,,orthographic
amadou~product_simplification,amadou,,simplification
amadou~product_simplification,amadou,,orthographic
amadou_et_agaric_amadouvier~product_simplification,amadou et agaric amadouvier,,simplification
amadou_et_agaric_amadouvier~product_simplification,amadou et agaric amadouvier,,orthographic
amandes_à_la_praline~product_simplification,amandes à la praline,,simplification
amandes_à_la_praline~product_simplification,amandes à la praline,,orthographic
amandes_amères~product_simplification,amandes amères,,simplification
amandes_amères~product_simplification,amandes amères,,orthographic
amandes_cassées~product_simplification,amandes cassées,,simplification
amandes_cassées~product_simplification,amandes cassées,,orthographic
amandes_courtes~product_simplification,amandes courtes,,simplification
amandes_courtes~product_simplification,amandes courtes,,orthographic
amandes_douces~product_simplification,amandes douces,,simplification
amandes_douces~product_simplification,amandes douces,,orthographic
amandes_cassées_ou_en_coque~product_simplification,amandes cassées ou en coque,,simplification
amandes_cassées_ou_en_coque~product_simplification,amandes en coque ou cassées,,orthographic
amandes_et_pruneaux~product_simplification,amandes et pruneaux,,simplification
amandes_et_pruneaux~product_simplification,amandes et pruneaux,,orthographic
amandes_et_savon~product_simplification,amandes et savon,,simplification
amandes_et_savon~product_simplification,amandes et savon,,orthographic
amandes_et_verdet~product_simplification,amandes et verdet,,simplification
amandes_et_verdet~product_simplification,amandes et vert-de-gris,,orthographic
amandes_longues~product_simplification,amandes longues,,simplification
amandes_longues~product_simplification,amandes longues,,orthographic
amandes_mondées~product_simplification,amandes mondées,,simplification
amandes_mondées~product_simplification,amandes mondées,,orthographic
amandes_et_raisin_sec_et_savon~product_simplification,amandes et raisin sec et savon,,simplification
amandes_et_raisin_sec_et_savon~product_simplification,amandes raisin sec et savon,,orthographic
amarinage~product_simplification,amarinage,,simplification
amarinage~product_simplification,amarinage,,orthographic
amarine~product_simplification,amarine,,simplification
amarine~product_simplification,amarine,,orthographic
ambrain_à_grande_barrique~product_simplification,ambrain à grande barrique,,simplification
ambrain_à_grande_barrique~product_simplification,ambrain à grande barrique,,orthographic
ambre_blanc~product_simplification,ambre blanc,,simplification
ambre_blanc~product_simplification,ambre blanc,,orthographic
ambre_brut~product_simplification,ambre brut,,simplification
ambre_brut~product_simplification,ambre brut,,orthographic
ambre_carabé~product_simplification,ambre carabé,,simplification
ambre_carabé~product_simplification,ambre carabé,,orthographic
ambre_et_corail~product_simplification,ambre et corail,,simplification
ambre_et_corail~product_simplification,ambre et corail,,orthographic
ambre_carabé_jaune~product_simplification,ambre carabé jaune,,simplification
ambre_carabé_jaune~product_simplification,ambre jaune carabé,,orthographic
ouvrages_d'ambre_jaune~product_simplification,ouvrages d'ambre jaune,,simplification
ouvrages_d'ambre_jaune~product_simplification,ambre jaune travaillé,,orthographic
ambre_moulu~product_simplification,ambre moulu,,simplification
ambre_moulu~product_simplification,ambre moulu,,orthographic
ouvrages_d'ambre~product_simplification,ouvrages d'ambre,,simplification
ouvrages_d'ambre~product_simplification,ambre ouvré,,orthographic
amer~product_simplification,amer,,simplification
amer~product_simplification,amer,,orthographic
amertis~product_simplification,amertis,,simplification
amertis~product_simplification,amertis,,orthographic
ameublement~product_simplification,ameublement,,simplification
ameublement~product_simplification,ameublement,,orthographic
ameublement_de_chitte~product_simplification,ameublement de chitte,,simplification
ameublement_de_chitte~product_simplification,ameublement de chitte,,orthographic
ami_de_toilé~product_simplification,ami de toilé,,simplification
ami_de_toilé~product_simplification,ami de toilé,,orthographic
amidon~product_simplification,amidon,,simplification
amidon~product_simplification,amidon,,orthographic
amidon_alun~product_simplification,amidon alun,,simplification
amidon_alun~product_simplification,amidon alun,,orthographic
amidon_en_grains~product_simplification,amidon en grains,,simplification
amidon_en_grains~product_simplification,amidon en grains,,orthographic
amidon_et_poudre_à_poudrer~product_simplification,amidon et poudre à poudrer,,simplification
amidon_et_poudre_à_poudrer~product_simplification,amidon et poudre à poudrer,,orthographic
ammonium~product_simplification,ammonium,,simplification
ammonium~product_simplification,ammonium,,orthographic
amomum~product_simplification,amomum,,simplification
amomum~product_simplification,amomum,,orthographic
amomum_et_fèves_de_tonka_et_noix_de_ravensara~product_simplification,amomum et fèves de tonka et noix de ravensara,,simplification
amomum_et_fèves_de_tonka_et_noix_de_ravensara~product_simplification,amomum et fèves de tonka et noix de ravensara,,orthographic
amomum_verum~product_simplification,amomum verum,,simplification
amomum_verum~product_simplification,amomum verum,,orthographic
anabasse~product_simplification,anabasse,,simplification
anabasse~product_simplification,anabasse,,orthographic
anabasse_bajutapau~product_simplification,anabasse bajutapau,,simplification
anabasse_bajutapau~product_simplification,anabasse bajutapau,,orthographic
anabasse_corat_nicaneas_platille~product_simplification,anabasse corat nicaneas platille,,simplification
anabasse_corat_nicaneas_platille~product_simplification,anabasse corat nicaneas platille,,orthographic
anacardes~product_simplification,anacardes,,simplification
anacardes~product_simplification,anacardes,,orthographic
anacoste~product_simplification,anacoste,,simplification
anacoste~product_simplification,anacoste,,orthographic
ananas~product_simplification,ananas,,simplification
ananas~product_simplification,ananas,,orthographic
ananas_confit~product_simplification,ananas confit,,simplification
ananas_confit~product_simplification,ananas confit,,orthographic
ananas_planté~product_simplification,ananas planté,,simplification
ananas_planté~product_simplification,ananas planté,,orthographic
anatomie~product_simplification,anatomie,,simplification
anatomie~product_simplification,anatomie,,orthographic
anatose~product_simplification,anatose,,simplification
anatose~product_simplification,anatose,,orthographic
anches_de_tonneaux~product_simplification,anches de tonneaux,,simplification
anches_de_tonneaux~product_simplification,anches de tonneaux,,orthographic
anchois_câpres_etc.~product_simplification,anchois câpres etc.,,simplification
anchois_câpres_etc.~product_simplification,anchois câpres etc.,,orthographic
ancres~product_simplification,ancres,,simplification
ancres~product_simplification,ancres,,orthographic
ancres_de_chaudon~product_simplification,ancres de chaudon,,simplification
ancres_de_chaudon~product_simplification,ancres de chaudon,,orthographic
ancres_de_fer_à_chaudrons~product_simplification,ancres de fer à chaudrons,,simplification
ancres_de_fer_à_chaudrons~product_simplification,ancres de fer à chaudons,,orthographic
ancres_et_grappins_de_fer~product_simplification,ancres et grappins de fer,,simplification
ancres_et_grappins_de_fer~product_simplification,ancres et grappins de fer,,orthographic
ancres_gravelées~product_simplification,ancres gravelées,,simplification
ancres_gravelées~product_simplification,ancres gravelées,,orthographic
ancres_neuves~product_simplification,ancres neuves,,simplification
ancres_neuves~product_simplification,ancres neuves,,orthographic
ancres_vides~product_simplification,ancres vides,,simplification
ancres_vides~product_simplification,ancres vides,,orthographic
ancres_vieilles_vides~product_simplification,ancres vieilles vides,,simplification
ancres_vieilles_vides~product_simplification,ancres vieilles vides,,orthographic
ancres_vieilles~product_simplification,ancres vieilles,,simplification
ancres_vieilles~product_simplification,ancres vielles,,orthographic
andouilles~product_simplification,andouilles,,simplification
andouilles~product_simplification,andouilles,,orthographic
andouillette~product_simplification,andouillette,,simplification
andouillette~product_simplification,andouillette,,orthographic
ânesses~product_simplification,ânesses,,simplification
ânesses~product_simplification,ânesses,,orthographic
angélique~product_simplification,angélique,,simplification
angélique~product_simplification,angélique,,orthographic
angélique_du_Rozème~product_simplification,angélique du Rozème,,simplification
angélique_du_Rozème~product_simplification,angélique du Rozème,,orthographic
anguilles~product_simplification,anguilles,,simplification
anguilles~product_simplification,anguilles,,orthographic
anguilles_marinées~product_simplification,anguilles marinées,,simplification
anguilles_marinées~product_simplification,anguilles marinées,,orthographic
anguilles_salées~product_simplification,anguilles salées,,simplification
anguilles_salées~product_simplification,anguilles salées,,orthographic
anille~product_simplification,anille,,simplification
anille~product_simplification,anille,,orthographic
anis_et_sucre~product_simplification,anis et sucre,,simplification
anis_et_sucre~product_simplification,anis et sucre,,orthographic
anisette_de_Bordeaux~product_simplification,anisette de Bordeaux,,simplification
anisette_de_Bordeaux~product_simplification,anisette de Bordeaux,,orthographic
anis_vert~product_simplification,anis vert,,simplification
anis_vert~product_simplification,anis vert,,orthographic
anneau_de_cuivre~product_simplification,anneau de cuivre,,simplification
anneau_de_cuivre~product_simplification,anneau de cuivre,,orthographic
anneau_de_fer~product_simplification,anneau de fer,,simplification
anneau_de_fer~product_simplification,anneau de fer,,orthographic
ânon~product_simplification,ânon,,simplification
ânon~product_simplification,ânon,,orthographic
anspects~product_simplification,anspects,,simplification
anspects~product_simplification,anspects,,orthographic
anspects_de_3_à_4_pieds~product_simplification,anspects de 3 à 4 pieds,,simplification
anspects_de_3_à_4_pieds~product_simplification,anspects de 3 à 4 pieds,,orthographic
anspects_de_sapin~product_simplification,anspects de sapin,,simplification
anspects_de_sapin~product_simplification,anspects de sapin,,orthographic
antale~product_simplification,antale,,simplification
antale~product_simplification,antale,,orthographic
antenelle~product_simplification,antenelle,,simplification
antenelle~product_simplification,antenelle,,orthographic
antennes~product_simplification,antennes,,simplification
antennes~product_simplification,antennes,,orthographic
antennes_et_mâts_de_bateaux~product_simplification,antennes et mâts de bateaux,,simplification
antennes_et_mâts_de_bateaux~product_simplification,antennes et mâts de bateaux,,orthographic
antimoine_préparé~product_simplification,antimoine préparé,,simplification
antimoine_préparé~product_simplification,antimoine préparé,,orthographic
antimoine_métallique_et_sulfuré~product_simplification,antimoine métallique et sulfuré,,simplification
antimoine_métallique_et_sulfuré~product_simplification,antimoine sulfuré et métallique,,orthographic
antimoine_vert~product_simplification,antimoine vert,,simplification
antimoine_vert~product_simplification,antimoine vert,,orthographic
antofle~product_simplification,antofle,,simplification
antofle~product_simplification,antofle,,orthographic
antofle_de_girofle~product_simplification,antofle de girofle,,simplification
antofle_de_girofle~product_simplification,antofle de girofle,,orthographic
apasier~product_simplification,apasier,,simplification
apasier~product_simplification,apasier,,orthographic
apier~product_simplification,apier,,simplification
apier~product_simplification,apier,,orthographic
apios~product_simplification,apios,,simplification
apios~product_simplification,apios,,orthographic
apparaux~product_simplification,apparaux,,simplification
apparaux~product_simplification,apparaux,,orthographic
apprêtée_à_toiler_les_livres~product_simplification,apprêtée à toiler les livres,,simplification
apprêtée_à_toiler_les_livres~product_simplification,apprêtée à toiler les livres,,orthographic
apprêtée_pour_parchemins~product_simplification,apprêtée pour parchemins,,simplification
apprêtée_pour_parchemins~product_simplification,apprêtée pour parchemins,,orthographic
apprêts~product_simplification,apprêts,,simplification
apprêts~product_simplification,apprêts,,orthographic
arains~product_simplification,arains,,simplification
arains~product_simplification,arains,,orthographic
arbalètes~product_simplification,arbalètes,,simplification
arbalètes~product_simplification,arbalètes,,orthographic
arbalètrie_et_cartes_marines~product_simplification,arbalètrie et cartes marines,,simplification
arbalètrie_et_cartes_marines~product_simplification,arbalètrie et cartes marines,,orthographic
arbres_à_fruits~product_simplification,arbres à fruits,,simplification
arbres_à_fruits~product_simplification,arbres à fruits,,orthographic
arbres_châtaignier~product_simplification,arbres châtaignier,,simplification
arbres_châtaignier~product_simplification,arbres châtaignier,,orthographic
arbres_de_sapin~product_simplification,arbres de sapin,,simplification
arbres_de_sapin~product_simplification,arbres de sapin,,orthographic
arbres_d'_???~product_simplification,arbres d' ???,,simplification
arbres_d'_???~product_simplification,arbres en plants de bois d'???,,orthographic
arbres_d'auban~product_simplification,arbres d'auban,,simplification
arbres_d'auban~product_simplification,arbres en plants de bois d'auban,,orthographic
arbres_et_arbrisseaux~product_simplification,arbres et arbrisseaux,,simplification
arbres_et_arbrisseaux~product_simplification,arbres et arbrisseaux,,orthographic
arbres_et_arbrisseaux_à_fruits~product_simplification,arbres et arbrisseaux à fruits,,simplification
arbres_et_arbrisseaux_à_fruits~product_simplification,arbres et arbrisseaux à fruits,,orthographic
arbres_et_arbrisseaux_sauvages~product_simplification,arbres et arbrisseaux sauvages,,simplification
arbres_et_arbrisseaux_sauvages~product_simplification,arbres et arbrisseaux sauvages,,orthographic
arbres_et_plants~product_simplification,arbres et plants,,simplification
arbres_et_plants~product_simplification,arbres et plants divers,,orthographic
arbres_fruitiers~product_simplification,arbres fruitiers,,simplification
arbres_fruitiers~product_simplification,arbres fruitiers,,orthographic
arbres_marronniers_à_planter~product_simplification,arbres marronniers à planter,,simplification
arbres_marronniers_à_planter~product_simplification,arbres marronniers à planter,,orthographic
arbres_nains~product_simplification,arbres nains,,simplification
arbres_nains~product_simplification,arbres nains,,orthographic
arbres_tilleul~product_simplification,arbres tilleul,,simplification
arbres_tilleul~product_simplification,arbres tilleul,,orthographic
arbrisseaux~product_simplification,arbrisseaux,,simplification
arbrisseaux~product_simplification,arbrisseaux,,orthographic
arbustes~product_simplification,arbustes,,simplification
arbustes~product_simplification,arbustes,,orthographic
arcanette~product_simplification,arcanette,,simplification
arcanette~product_simplification,arcanette,,orthographic
arcanie~product_simplification,arcanie,,simplification
arcanie~product_simplification,arcanie,,orthographic
arcanson~product_simplification,arcanson,,simplification
arcanson~product_simplification,arcanson,,orthographic
arcanum_duplicatum~product_simplification,arcanum duplicatum,,simplification
arcanum_duplicatum~product_simplification,arcanum duplicatum,,orthographic
archets_de_violons~product_simplification,archets de violons,,simplification
archets_de_violons~product_simplification,archets de violons,,orthographic
arçons_de_bas_de_bois~product_simplification,arçons de bas de bois,,simplification
arçons_de_bas_de_bois~product_simplification,arçons de bas de bois,,orthographic
arçons_de_bois~product_simplification,arçons de bois,,simplification
arçons_de_bois~product_simplification,arçons de bois,,orthographic
arçons_démontés~product_simplification,arçons démontés,,simplification
arçons_démontés~product_simplification,arçons démontés,,orthographic
arçons_de_selles~product_simplification,arçons de selles,,simplification
arçons_de_selles~product_simplification,arçons de selles,,orthographic
ardoise~product_simplification,ardoise,,simplification
ardoise~product_simplification,ardoise,,orthographic
ardoise_à_piler~product_simplification,ardoise à piler,,simplification
ardoise_à_piler~product_simplification,ardoise à piler,,orthographic
ardoise_dite_chérubin_et_à_mortier~product_simplification,ardoise dite chérubin et à mortier,,simplification
ardoise_dite_chérubin_et_à_mortier~product_simplification,ardoise dite cherubin et à mortier,,orthographic
ardoise_dite_grande_voisine~product_simplification,ardoise dite grande voisine,,simplification
ardoise_dite_grande_voisine~product_simplification,ardoise dite grande voisine,,orthographic
ardoise_dite_moyenne_voisine~product_simplification,ardoise dite moyenne voisine,,simplification
ardoise_dite_moyenne_voisine~product_simplification,ardoise dite moyenne voisine,,orthographic
ardoise_dite_petite_voisine~product_simplification,ardoise dite petite voisine,,simplification
ardoise_dite_petite_voisine~product_simplification,ardoise dite petite voisine,,orthographic
ardoise_dite_voisine_grande_moyenne_et_petite~product_simplification,ardoise dite voisine grande moyenne et petite,,simplification
ardoise_dite_voisine_grande_moyenne_et_petite~product_simplification,ardoise dite voisine grande moyenne et petite,,orthographic
ardoise_encadrée~product_simplification,ardoise encadrée,,simplification
ardoise_encadrée~product_simplification,ardoise encadrée,,orthographic
ardoise_encadrée_et_en_livret~product_simplification,ardoise encadrée et en livret,,simplification
ardoise_encadrée_et_en_livret~product_simplification,ardoise encadrée et en livret,,orthographic
ardoise_en_carreaux~product_simplification,ardoise en carreaux,,simplification
ardoise_en_carreaux~product_simplification,ardoise en carreaux,,orthographic
ardoise_en_carreaux_et_d'1_pied_carré~product_simplification,ardoise en carreaux et d'1 pied carré,,simplification
ardoise_en_carreaux_et_d'1_pied_carré~product_simplification,ardoise en carreaux d'1 pied carré,,orthographic
ardoise_en_carreaux_ou_en_table~product_simplification,ardoise en carreaux ou en table,,simplification
ardoise_en_carreaux_ou_en_table~product_simplification,ardoise en carreaux ou en table,,orthographic
ardoise_en_livret~product_simplification,ardoise en livret,,simplification
ardoise_en_livret~product_simplification,ardoise en livret,,orthographic
ardoise_non_travaillée~product_simplification,ardoise non travaillée,,simplification
ardoise_non_travaillée~product_simplification,ardoise non travaillée,,orthographic
ardoise_commune~product_simplification,ardoise commune,,simplification
ardoise_commune~product_simplification,ardoise ordinaire,,orthographic
ardoise_pour_fenêtre~product_simplification,ardoise pour fenêtre,,simplification
ardoise_pour_fenêtre~product_simplification,ardoise pour fenêtre,,orthographic
ardoise_pour_toiture~product_simplification,ardoise pour toiture,,simplification
ardoise_pour_toiture~product_simplification,ardoise pour toitures,,orthographic
ardoise_pour_toiture_au_kilogramme~product_simplification,ardoise pour toiture au kilogramme,,simplification
ardoise_pour_toiture_au_kilogramme~product_simplification,ardoise pour toitures au kilogramme,,orthographic
ardoise_pour_toiture_au_nombre~product_simplification,ardoise pour toiture au nombre,,simplification
ardoise_pour_toiture_au_nombre~product_simplification,ardoise pour toitures au nombre,,orthographic
ardoise_verte~product_simplification,ardoise verte,,simplification
ardoise_verte~product_simplification,ardoise verte,,orthographic
argent_carragoux~product_simplification,argent carragoux,,simplification
argent_carragoux~product_simplification,argent argent carragoux,,orthographic
piastres_du_grand_seigneur~product_simplification,piastres du grand seigneur,,simplification
piastres_du_grand_seigneur~product_simplification,argent argent piastres du Grand Seigneur,,orthographic
argent_battu~product_simplification,argent battu,,simplification
argent_battu~product_simplification,argent battu,,orthographic
argent_battu_et_en_feuille~product_simplification,argent battu et en feuille,,simplification
argent_battu_et_en_feuille~product_simplification,argent battu et en feuilles,,orthographic
argent_battu_filé_laminé_et_tiré~product_simplification,argent battu filé laminé et tiré,,simplification
argent_battu_filé_laminé_et_tiré~product_simplification,"argent battu, tiré, laminé et filé",,orthographic
argent_brûlé~product_simplification,argent brûlé,,simplification
argent_brûlé~product_simplification,argent brûlé,,orthographic
argent_brisé_et_en_lingots_et_en_masses~product_simplification,argent brisé et en lingots et en masses,,simplification
argent_brisé_et_en_lingots_et_en_masses~product_simplification,argent brut en masses et en lingots et brisé,,orthographic
argent_brut_en_lingot_et_en_masse_ouvrages_détruits~product_simplification,argent brut en lingot et en masse ouvrages détruits,,simplification
argent_brut_en_lingot_et_en_masse_ouvrages_détruits~product_simplification,argent brut en masses et en lingots et ouvrages détruits,,orthographic
argent_en_barils~product_simplification,argent en barils,,simplification
argent_en_barils~product_simplification,argent en barils,,orthographic
argent_en_barres~product_simplification,argent en barres,,simplification
argent_en_barres~product_simplification,argent en barres,,orthographic
bijouterie_en_argent~product_simplification,bijouterie en argent,,simplification
bijouterie_en_argent~product_simplification,argent en bijouterie,,orthographic
argent_en_lingots_par_Calais~product_simplification,argent en lingots par Calais,,simplification
argent_en_lingots_par_Calais~product_simplification,argent en lingots par Calais,,orthographic
piastres_gourdes~product_simplification,piastres gourdes,,simplification
piastres_gourdes~product_simplification,argent en piastres gourdes,,orthographic
croix_d'argent_neuve~product_simplification,croix d'argent neuve,,simplification
croix_d'argent_neuve~product_simplification,argenterie croix d'argent neuve,,orthographic
argenterie_épée~product_simplification,argenterie épée,,simplification
argenterie_épée~product_simplification,argenterie épée,,orthographic
argenterie_et_bijouterie~product_simplification,argenterie et bijouterie,,simplification
argenterie_et_bijouterie~product_simplification,argenterie et bijouterie,,orthographic
argenterie_neuve~product_simplification,argenterie neuve,,simplification
argenterie_neuve~product_simplification,argenterie neuve,,orthographic
argenterie_vieille~product_simplification,argenterie vieille,,simplification
argenterie_vieille~product_simplification,argenterie vieille,,orthographic
argent_et_or_billon~product_simplification,argent et or billon,,simplification
argent_et_or_billon~product_simplification,argent et or billon,,orthographic
argent_brut~product_simplification,argent brut,,simplification
argent_brut~product_simplification,argent et or monnayé argent brut,,orthographic
argent_faux~product_simplification,argent faux,,simplification
argent_faux~product_simplification,argent faux,,orthographic
argent_faux_en_fil_cantilles_etc.~product_simplification,argent faux en fil cantilles etc.,,simplification
argent_faux_en_fil_cantilles_etc.~product_simplification,argent faux en fil cantilles etc.,,orthographic
argent_fin~product_simplification,argent fin,,simplification
argent_fin~product_simplification,argent fin,,orthographic
écus_à_palmes~product_simplification,écus à palmes,,simplification
écus_à_palmes~product_simplification,argent monnayé en écus à palmes,,orthographic
monnaies_d'argent_en_espèces_coursables~product_simplification,monnaies d'argent en espèces coursables,,simplification
monnaies_d'argent_en_espèces_coursables~product_simplification,argent monnayé en espèces coursables,,orthographic
piastres_et_talaris~product_simplification,piastres et talaris,,simplification
piastres_et_talaris~product_simplification,argent monnayé en piastres et talaris,,orthographic
piastres_et_talaris_par_La_Cure_et_Strasbourg~product_simplification,piastres et talaris par La Cure et Strasbourg,,simplification
piastres_et_talaris_par_La_Cure_et_Strasbourg~product_simplification,argent monnayé en piastres et talaris par La Cure et Strasbourg,,orthographic
piastres_et_talaris_par_Marseille~product_simplification,piastres et talaris par Marseille,,simplification
piastres_et_talaris_par_Marseille~product_simplification,argent monnayé en piastres et talaris par Marseille,,orthographic
piastres_et_talaris_par_Strasbourg~product_simplification,piastres et talaris par Strasbourg,,simplification
piastres_et_talaris_par_Strasbourg~product_simplification,argent monnayé en piastres et talaris par Strasbourg,,orthographic
