id,name,nbItems,classification
étoffe_éternelle_de_laine~product_simplification,étoffe éternelle laine,,orthographic
étoffe_et_galon_d'argent_et_d'or~product_simplification,étoffe et galon d'argent et d'or,,simplification
étoffe_et_galon_d'argent_et_d'or~product_simplification,étoffe et galon or et argent,,orthographic
étoffe_et_ouvrages_de_soie~product_simplification,étoffe et ouvrages de soie,,simplification
étoffe_et_ouvrages_de_soie~product_simplification,étoffe et ouvrages de soie,,orthographic
étoffe_étrangère~product_simplification,étoffe étrangère,,simplification
étoffe_étrangère~product_simplification,étoffe étrangère,,orthographic
étoffe_étrangère_de_jude~product_simplification,étoffe étrangère de jude,,simplification
étoffe_étrangère_de_jude~product_simplification,étoffe étrangère de jude,,orthographic
étoffe_façonnée~product_simplification,étoffe façonnée,,simplification
étoffe_façonnée~product_simplification,étoffe façonnée,,orthographic
étoffe_et_fer_en_barres~product_simplification,étoffe et fer en barres,,simplification
étoffe_et_fer_en_barres~product_simplification,étoffe fer en barres,,orthographic
étoffe_de_fil_et_bourre_de_chèvre~product_simplification,étoffe de fil et bourre de chèvre,,simplification
étoffe_de_fil_et_bourre_de_chèvre~product_simplification,étoffe fil et bourre de chèvre,,orthographic
étoffe_brochée_de_coton_et_de_fil_siamois~product_simplification,étoffe brochée de coton et de fil siamois,,simplification
étoffe_brochée_de_coton_et_de_fil_siamois~product_simplification,étoffe fil et coton siamois broché,,orthographic
moquette_de_fil_et_de_laine~product_simplification,moquette de fil et de laine,,simplification
moquette_de_fil_et_de_laine~product_simplification,étoffe fil et laine moquette,,orthographic
tripe_de_fil_et_de_laine~product_simplification,tripe de fil et de laine,,simplification
tripe_de_fil_et_de_laine~product_simplification,étoffe fil et laine tripe,,orthographic
étoffe_de_fil_et_moquette~product_simplification,étoffe de fil et moquette,,simplification
étoffe_de_fil_et_moquette~product_simplification,étoffe fil et moquette,,orthographic
étoffe_de_fil_et_de_poil~product_simplification,étoffe de fil et de poil,,simplification
étoffe_de_fil_et_de_poil~product_simplification,étoffe fil et poil,,orthographic
velours_de_fil_et_de_poil~product_simplification,velours de fil et de poil,,simplification
velours_de_fil_et_de_poil~product_simplification,étoffe fil et poil velours,,orthographic
étoffe_filoselle_de_soie~product_simplification,étoffe filoselle de soie,,simplification
étoffe_filoselle_de_soie~product_simplification,étoffe filoselle de soie,,orthographic
étoffe_filoselle_et_laine~product_simplification,étoffe filoselle et laine,,simplification
étoffe_filoselle_et_laine~product_simplification,étoffe filoselle et laine,,orthographic
étoffe_finette~product_simplification,étoffe finette,,simplification
étoffe_finette~product_simplification,étoffe finette,,orthographic
étoffe_flamande_de_mauvaise_qualité~product_simplification,étoffe flamande de mauvaise qualité,,simplification
étoffe_flamande_de_mauvaise_qualité~product_simplification,étoffe flamande de mauvaise qualité,,orthographic
flanelle_fine~product_simplification,flanelle fine,,simplification
flanelle_fine~product_simplification,étoffe flanelle fine,,orthographic
étoffe_fleuret~product_simplification,étoffe fleuret,,simplification
étoffe_fleuret~product_simplification,étoffe fleuret,,orthographic
étoffe_fleuret_et_soie~product_simplification,étoffe fleuret et soie,,simplification
étoffe_fleuret_et_soie~product_simplification,étoffe fleuret et soie,,orthographic
étoffe_à_galon_d'or~product_simplification,étoffe à galon d'or,,simplification
étoffe_à_galon_d'or~product_simplification,étoffe galon d'or,,orthographic
étoffe_grosse_de_laine~product_simplification,étoffe grosse de laine,,simplification
étoffe_grosse_de_laine~product_simplification,étoffe grosse de laine,,orthographic
étoffe_herbage~product_simplification,étoffe herbage,,simplification
étoffe_herbage~product_simplification,étoffe herbage,,orthographic
étoffe_herbes~product_simplification,étoffe herbes,,simplification
étoffe_herbes~product_simplification,étoffe herbes,,orthographic
étoffe_impériale~product_simplification,étoffe impériale,,simplification
étoffe_impériale~product_simplification,étoffe impériale,,orthographic
kalmouk~product_simplification,kalmouk,,simplification
kalmouk~product_simplification,étoffe kalmouk,,orthographic
étoffe_laine_de_soie~product_simplification,étoffe laine de soie,,simplification
étoffe_laine_de_soie~product_simplification,étoffe laine de soie,,orthographic
étoffe_de_laine_et_de_fil~product_simplification,étoffe de laine et de fil,,simplification
étoffe_de_laine_et_de_fil~product_simplification,étoffe laine en fil,,orthographic
étoffe_de_coton_et_de_laine_retour~product_simplification,étoffe de coton et de laine retour,,simplification
étoffe_de_coton_et_de_laine_retour~product_simplification,étoffe laine et coton retour,,orthographic
lampas~product_simplification,lampas,,simplification
lampas~product_simplification,étoffe lampas,,orthographic
étoffe_manchettes~product_simplification,étoffe manchettes,,simplification
étoffe_manchettes~product_simplification,étoffe manchettes,,orthographic
étoffe_au_sixième_de_soie_en_siamoise~product_simplification,étoffe au sixième de soie en siamoise,,simplification
étoffe_au_sixième_de_soie_en_siamoise~product_simplification,étoffe mélangée au sixième de soie en siamoise,,orthographic
étoffe_mêlée_au_???_soie~product_simplification,étoffe mêlée au ??? soie,,simplification
étoffe_mêlée_au_???_soie~product_simplification,étoffe mélangée au ??? soie,,orthographic
étoffe_au_tiers_de_soie~product_simplification,étoffe au tiers de soie,,simplification
étoffe_au_tiers_de_soie~product_simplification,étoffe mélangée au tiers de soie,,orthographic
étoffe_mêlée_de_bourre_en_molleton~product_simplification,étoffe mêlée de bourre en molleton,,simplification
étoffe_mêlée_de_bourre_en_molleton~product_simplification,étoffe mélangée de bourre en molleton,,orthographic
étoffe_de_soie_de_fleuret_et_soie~product_simplification,étoffe de soie de fleuret et soie,,simplification
étoffe_de_soie_de_fleuret_et_soie~product_simplification,étoffe mélangée de soie de fleuret et soie,,orthographic
étoffe_de_soie_et_galets~product_simplification,étoffe de soie et galets,,simplification
étoffe_de_soie_et_galets~product_simplification,étoffe mélangée de soie de soie et galets,,orthographic
étoffe_éternelle_mêlée_de_soie~product_simplification,étoffe éternelle mêlée de soie,,simplification
étoffe_éternelle_mêlée_de_soie~product_simplification,étoffe mélangée de soie éternelle,,orthographic
serge_et_prunelle_de_laine_étroite~product_simplification,serge et prunelle de laine étroite,,simplification
serge_et_prunelle_de_laine_étroite~product_simplification,étoffe mélangée serge et laine en prunelle étroite,,orthographic
étoffe_de_laine_large_et_serge~product_simplification,étoffe de laine large et serge,,simplification
étoffe_de_laine_large_et_serge~product_simplification,étoffe mélangée serge et laine large,,orthographic
satin_de_laine_turc_et_serge~product_simplification,satin de laine turc et serge,,simplification
satin_de_laine_turc_et_serge~product_simplification,étoffe mélangée serge et laine satin turc,,orthographic
étoffe_de_galette_et_de_soie~product_simplification,étoffe de galette et de soie,,simplification
étoffe_de_galette_et_de_soie~product_simplification,étoffe mélangée soie et galette,,orthographic
étoffe_mêlée_de_fil_de_soie~product_simplification,étoffe mêlée de fil de soie,,simplification
étoffe_mêlée_de_fil_de_soie~product_simplification,étoffe mêlée au fil de soie,,orthographic
étoffe_de_coton_et_de_fil_de_soie~product_simplification,étoffe de coton et de fil de soie,,simplification
étoffe_de_coton_et_de_fil_de_soie~product_simplification,étoffe mêlée de coton fil de soie,,orthographic
étoffe_mêlée_de_soie_???~product_simplification,étoffe mêlée de soie ???,,simplification
étoffe_mêlée_de_soie_???~product_simplification,étoffe mêlée de soie ???,,orthographic
étoffe_de_soie_fleuret_et_soie~product_simplification,étoffe de soie fleuret et soie,,simplification
étoffe_de_soie_fleuret_et_soie~product_simplification,étoffe mêlée de soie fleuret et soie,,orthographic
étoffe_de_soie_herbage~product_simplification,étoffe de soie herbage,,simplification
étoffe_de_soie_herbage~product_simplification,étoffe mêlée de soie herbage,,orthographic
étoffe_de_soie_mi_soie~product_simplification,étoffe de soie mi soie,,simplification
étoffe_de_soie_mi_soie~product_simplification,étoffe mêlée de soie mi soie,,orthographic
popeline_de_soie~product_simplification,popeline de soie,,simplification
popeline_de_soie~product_simplification,étoffe mêlée de soie papeline,,orthographic
étoffe_mêlée_de_soie_peluches~product_simplification,étoffe mêlée de soie peluches,,simplification
étoffe_mêlée_de_soie_peluches~product_simplification,étoffe mêlée de soie peluches,,orthographic
siamoise_de_soie~product_simplification,siamoise de soie,,simplification
siamoise_de_soie~product_simplification,étoffe mêlée de soie siamoise,,orthographic
tripe_mêlée_de_soie_et_tripe_de_velours~product_simplification,tripe mêlée de soie et tripe de velours,,simplification
tripe_mêlée_de_soie_et_tripe_de_velours~product_simplification,étoffe mêlée de soie tripe de velours,,orthographic
étoffe_de_soie_d'Utrecht~product_simplification,étoffe de soie d'Utrecht,,simplification
étoffe_de_soie_d'Utrecht~product_simplification,étoffe mêlée de soie Utrecht,,orthographic
étoffe_de_soie_et_de_velours_de_Gênes~product_simplification,étoffe de soie et de velours de Gênes,,simplification
étoffe_de_soie_et_de_velours_de_Gênes~product_simplification,étoffe mêlée de soie velours de Gênes,,orthographic
étoffe_de_soie_et_de_velours_d'Utrecht~product_simplification,étoffe de soie et de velours d'Utrecht,,simplification
étoffe_de_soie_et_de_velours_d'Utrecht~product_simplification,étoffe mêlée de soie velours d'Utrecht,,orthographic
moquette_de_laine_et_de_fil~product_simplification,moquette de laine et de fil,,simplification
moquette_de_laine_et_de_fil~product_simplification,étoffe moquette fil et laine,,orthographic
moquette_grasse_de_laine_et_fil~product_simplification,moquette grasse de laine et fil,,simplification
moquette_grasse_de_laine_et_fil~product_simplification,étoffe moquette grasse de laine et fil,,orthographic
étoffe_noire~product_simplification,étoffe noire,,simplification
étoffe_noire~product_simplification,étoffe noire,,orthographic
panne_ciselée~product_simplification,panne ciselée,,simplification
panne_ciselée~product_simplification,étoffe panne ciselée,,orthographic
panne_en_poil~product_simplification,panne en poil,,simplification
panne_en_poil~product_simplification,étoffe panne en poil,,orthographic
panne_imprimée~product_simplification,panne imprimée,,simplification
panne_imprimée~product_simplification,étoffe panne imprimée,,orthographic
étoffe_peluches_communes~product_simplification,étoffe peluches communes,,simplification
étoffe_peluches_communes~product_simplification,étoffe peluches communes,,orthographic
étoffe_poil_en_panne_à_long_poil~product_simplification,étoffe poil en panne à long poil,,simplification
étoffe_poil_en_panne_à_long_poil~product_simplification,étoffe poil en panne à long poil,,orthographic
baracan_de_laine_et_de_poil~product_simplification,baracan de laine et de poil,,simplification
baracan_de_laine_et_de_poil~product_simplification,étoffe poil et laine baracan,,orthographic
panne_de_laine_et_de_long_poil~product_simplification,panne de laine et de long poil,,simplification
panne_de_laine_et_de_long_poil~product_simplification,étoffe poil et laine panne long poil,,orthographic
étoffe_de_poil_de_laine_et_de_velours_d'Utrecht~product_simplification,étoffe de poil de laine et de velours d'Utrecht,,simplification
étoffe_de_poil_de_laine_et_de_velours_d'Utrecht~product_simplification,étoffe poil et laine velours d'Utrecht,,orthographic
étoffe_pour_talits~product_simplification,étoffe pour talits,,simplification
étoffe_pour_talits~product_simplification,étoffe pour talits,,orthographic
prunelle_de_soie~product_simplification,prunelle de soie,,simplification
prunelle_de_soie~product_simplification,étoffe prunelle de soie,,orthographic
prunelle_fine~product_simplification,prunelle fine,,simplification
prunelle_fine~product_simplification,étoffe prunelle fine,,orthographic
prunelle_mêlée_de_soie~product_simplification,prunelle mêlée de soie,,simplification
prunelle_mêlée_de_soie~product_simplification,étoffe prunelle mêlée de soie,,orthographic
étoffe_de_soie_brochée~product_simplification,étoffe de soie brochée,,simplification
étoffe_de_soie_brochée~product_simplification,étoffe pure brochée de soie,,orthographic
étoffe_pure_brochée_d'or_fin~product_simplification,étoffe pure brochée d'or fin,,simplification
étoffe_pure_brochée_d'or_fin~product_simplification,étoffe pure brochée d'or fin,,orthographic
étoffe_pure_façonnée~product_simplification,étoffe pure façonnée,,simplification
étoffe_pure_façonnée~product_simplification,étoffe pure façonnée,,orthographic
étoffe_pure_unie~product_simplification,étoffe pure unie,,simplification
étoffe_pure_unie~product_simplification,étoffe pure unie,,orthographic
étoffe_riche_en_or~product_simplification,étoffe riche en or,,simplification
étoffe_riche_en_or~product_simplification,étoffe riche en or,,orthographic
étoffe_riche_en_or_et_argent~product_simplification,étoffe riche en or et argent,,simplification
étoffe_riche_en_or_et_argent~product_simplification,étoffe riche en or et argent,,orthographic
étoffe_riche_or_et_argent~product_simplification,étoffe riche or et argent,,simplification
étoffe_riche_or_et_argent~product_simplification,étoffe riche or et argent,,orthographic
étoffe_riche_ou_or_et_argent~product_simplification,étoffe riche ou or et argent,,simplification
étoffe_riche_ou_or_et_argent~product_simplification,étoffe riche ou or et argent,,orthographic
étoffe_royale~product_simplification,étoffe royale,,simplification
étoffe_royale~product_simplification,étoffe royale,,orthographic
sagati~product_simplification,sagati,,simplification
sagati~product_simplification,étoffe sagati,,orthographic
satinette~product_simplification,satinette,,simplification
satinette~product_simplification,étoffe satinette,,orthographic
satin_turc~product_simplification,satin turc,,simplification
satin_turc~product_simplification,étoffe satin turc,,orthographic
serge_???~product_simplification,serge ???,,simplification
serge_???~product_simplification,étoffe serge ???,,orthographic
serge_1/2_Londres~product_simplification,serge 1/2 Londres,,simplification
serge_1/2_Londres~product_simplification,étoffe serge 1/2 Londres,,orthographic
serge_d'Aumale_imprimée~product_simplification,serge d'Aumale imprimée,,simplification
serge_d'Aumale_imprimée~product_simplification,étoffe serge Aumale imprimée,,orthographic
serge_Blicourt~product_simplification,serge Blicourt,,simplification
serge_Blicourt~product_simplification,étoffe serge Blicourt,,orthographic
étamine_et_serge~product_simplification,étamine et serge,,simplification
étamine_et_serge~product_simplification,étoffe serge et étamine,,orthographic
serge_de_laine_noire~product_simplification,serge de laine noire,,simplification
serge_de_laine_noire~product_simplification,étoffe serge laine noire,,orthographic
serge_Minorque~product_simplification,serge Minorque,,simplification
serge_Minorque~product_simplification,étoffe serge Minorque,,orthographic
étoffe_de_soie_avec_argent_et_or~product_simplification,étoffe de soie avec argent et or,,simplification
étoffe_de_soie_avec_argent_et_or~product_simplification,étoffe soie avec or et argent,,orthographic
étoffe_de_coton_de_fleuret_et_de_soie~product_simplification,étoffe de coton de fleuret et de soie,,simplification
étoffe_de_coton_de_fleuret_et_de_soie~product_simplification,étoffe soie coton et fleuret,,orthographic
étoffe_soie_crêpe~product_simplification,étoffe soie crêpe,,simplification
étoffe_soie_crêpe~product_simplification,étoffe soie crêpe,,orthographic
étoffe_soie_des_Indes~product_simplification,étoffe soie des Indes,,simplification
étoffe_soie_des_Indes~product_simplification,étoffe soie des Indes,,orthographic
étoffe_dite_calutras_de_coton_et_de_soie~product_simplification,étoffe dite calutras de coton et de soie,,simplification
étoffe_dite_calutras_de_coton_et_de_soie~product_simplification,étoffe soie en coton dite calutras,,orthographic
étoffe_de_soie_et_de_poil~product_simplification,étoffe de soie et de poil,,simplification
étoffe_de_soie_et_de_poil~product_simplification,étoffe soie en poil,,orthographic
étoffe_de_soie_et_d'argent~product_simplification,étoffe de soie et d'argent,,simplification
étoffe_de_soie_et_d'argent~product_simplification,étoffe soie et argent,,orthographic
étoffe_dorure_et_de_soie~product_simplification,étoffe dorure et de soie,,simplification
étoffe_dorure_et_de_soie~product_simplification,étoffe soie et dorure,,orthographic
étoffe_fleuret_et_de_soie~product_simplification,étoffe fleuret et de soie,,simplification
étoffe_fleuret_et_de_soie~product_simplification,étoffe soie et fleuret,,orthographic
étoffe_de_soie_dorure_d'or_faux~product_simplification,étoffe de soie dorure d'or faux,,simplification
étoffe_de_soie_dorure_d'or_faux~product_simplification,étoffe soie et or faux,,orthographic
étoffe_taffetas~product_simplification,étoffe taffetas,,simplification
étoffe_taffetas~product_simplification,étoffe taffetas,,orthographic
étoffe_de_laine_voile_noir~product_simplification,étoffe de laine voile noir,,simplification
étoffe_de_laine_voile_noir~product_simplification,étoffe voile noir de laine,,orthographic
étoupes_blanches~product_simplification,étoupes blanches,,simplification
étoupes_blanches~product_simplification,étoupes blanches,,orthographic
étoupes_de_chanvre~product_simplification,étoupes de chanvre,,simplification
étoupes_de_chanvre~product_simplification,étoupes de chanvre,,orthographic
étoupes_de_coton~product_simplification,étoupes de coton,,simplification
étoupes_de_coton~product_simplification,étoupes de coton,,orthographic
étoupes_de_filoselle~product_simplification,étoupes de filoselle,,simplification
étoupes_de_filoselle~product_simplification,étoupes de filoselle,,orthographic
étoupes_de_laine~product_simplification,étoupes de laine,,simplification
étoupes_de_laine~product_simplification,étoupes de laine,,orthographic
étoupes_de_lin~product_simplification,étoupes de lin,,simplification
étoupes_de_lin~product_simplification,étoupes de lin,,orthographic
étoupes_de_soie~product_simplification,étoupes de soie,,simplification
étoupes_de_soie~product_simplification,étoupes de soie,,orthographic
étoupes_de_vieux_cordages~product_simplification,étoupes de vieux cordages,,simplification
étoupes_de_vieux_cordages~product_simplification,étoupes de vieux cordages,,orthographic
étoupes_et_cordes_de_lin~product_simplification,étoupes et cordes de lin,,simplification
étoupes_et_cordes_de_lin~product_simplification,étoupes et cordes de lin,,orthographic
étoupes_noires~product_simplification,étoupes noires,,simplification
étoupes_noires~product_simplification,étoupes noires,,orthographic
étriers~product_simplification,étriers,,simplification
étriers~product_simplification,étriers,,orthographic
étrilles~product_simplification,étrilles,,simplification
étrilles~product_simplification,étrilles,,orthographic
étuis_de_mathématique~product_simplification,étuis de mathématique,,simplification
étuis_de_mathématique~product_simplification,étui de mathématique,,orthographic
étuis_d'or_en_burgos~product_simplification,étuis d'or en burgos,,simplification
étuis_d'or_en_burgos~product_simplification,étui d'or garni en burgos,,orthographic
étuis~product_simplification,étuis,,simplification
étuis~product_simplification,étuis,,orthographic
étuis_à_cachets~product_simplification,étuis à cachets,,simplification
étuis_à_cachets~product_simplification,étuis à cachets,,orthographic
étuis_à_cure-dents~product_simplification,étuis à cure-dents,,simplification
étuis_à_cure-dents~product_simplification,étuis à cure-dents,,orthographic
étuis_à_lunettes~product_simplification,étuis à lunettes,,simplification
étuis_à_lunettes~product_simplification,étuis à lunettes,,orthographic
étuis_de_bergamote~product_simplification,étuis de bergamote,,simplification
étuis_de_bergamote~product_simplification,étuis de bergamote,,orthographic
étuis_de_bois_et_étuis_de_paille_et_boîtes_de_papier~product_simplification,étuis de bois et étuis de paille et boîtes de papier,,simplification
étuis_de_bois_et_étuis_de_paille_et_boîtes_de_papier~product_simplification,étuis de bois de paille et boîtes de papier,,orthographic
étuis_de_carton~product_simplification,étuis de carton,,simplification
étuis_de_carton~product_simplification,étuis de carton,,orthographic
étuis_de_chapeaux~product_simplification,étuis de chapeaux,,simplification
étuis_de_chapeaux~product_simplification,étuis de chapeaux,,orthographic
étuis_de_chirurgie~product_simplification,étuis de chirurgie,,simplification
étuis_de_chirurgie~product_simplification,étuis de chirurgie,,orthographic
étuis_de_ciseaux_garnis_d'argent~product_simplification,étuis de ciseaux garnis d'argent,,simplification
étuis_de_ciseaux_garnis_d'argent~product_simplification,étuis de ciseaux garnis d'argent,,orthographic
étuis_d'or~product_simplification,étuis d'or,,simplification
étuis_d'or~product_simplification,étuis d'or,,orthographic
étuis_pour_plumes_à_écrire~product_simplification,étuis pour plumes à écrire,,simplification
étuis_pour_plumes_à_écrire~product_simplification,étuis pour plumes à écrire,,orthographic
étuve~product_simplification,étuve,,simplification
étuve~product_simplification,étuve,,orthographic
étuve_commune~product_simplification,étuve commune,,simplification
étuve_commune~product_simplification,étuve commune,,orthographic
euphorbe~product_simplification,euphorbe,,simplification
euphorbe~product_simplification,euphorbe,,orthographic
éventails_à_brin_d'os_et_écaille~product_simplification,éventails à brin d'os et écaille,,simplification
éventails_à_brin_d'os_et_écaille~product_simplification,éventails à brin d'os avec écaille,,orthographic
éventails_à_brin_d'ivoire_et_écaille~product_simplification,éventails à brin d'ivoire et écaille,,simplification
éventails_à_brin_d'ivoire_et_écaille~product_simplification,éventails à brins d'ivoire et écaille,,orthographic
éventails_à_feuilles_communes~product_simplification,éventails à feuilles communes,,simplification
éventails_à_feuilles_communes~product_simplification,éventails à feuilles communes,,orthographic
éventails_à_feuille_de_soie~product_simplification,éventails à feuille de soie,,simplification
éventails_à_feuille_de_soie~product_simplification,éventails à feuilles de soie,,orthographic
éventails_communs~product_simplification,éventails communs,,simplification
éventails_communs~product_simplification,éventails communs,,orthographic
éventails_de_la_Chine~product_simplification,éventails de la Chine,,simplification
éventails_de_la_Chine~product_simplification,éventails de la Chine,,orthographic
éventails_de_nacre~product_simplification,éventails de nacre,,simplification
éventails_de_nacre~product_simplification,éventails de nacre,,orthographic
éventails_incrustés_d'or_et_de_nacre_de_perles~product_simplification,éventails incrustés d'or et de nacre de perles,,simplification
éventails_incrustés_d'or_et_de_nacre_de_perles~product_simplification,éventails de nacre de perles incrustés d'or,,orthographic
éventails_de_paille~product_simplification,éventails de paille,,simplification
éventails_de_paille~product_simplification,éventails de paille,,orthographic
éventails_de_palmes~product_simplification,éventails de palmes,,simplification
éventails_de_palmes~product_simplification,éventails de palmes,,orthographic
éventails_de_papier~product_simplification,éventails de papier,,simplification
éventails_de_papier~product_simplification,éventails de papier,,orthographic
éventails_de_plume~product_simplification,éventails de plume,,simplification
éventails_de_plume~product_simplification,éventails de plumes,,orthographic
éventails_de_porcelaine~product_simplification,éventails de porcelaine,,simplification
éventails_de_porcelaine~product_simplification,éventails de porcelaine,,orthographic
éventails_d'ivoire_fin~product_simplification,éventails d'ivoire fin,,simplification
éventails_d'ivoire_fin~product_simplification,éventails d'ivoire fin,,orthographic
éventails_d'or~product_simplification,éventails d'or,,simplification
éventails_d'or~product_simplification,éventails d'or,,orthographic
éventails_d'os~product_simplification,éventails d'os,,simplification
éventails_d'os~product_simplification,éventails d'os,,orthographic
éventails_et_papier_dito~product_simplification,éventails et papier dito,,simplification
éventails_et_papier_dito~product_simplification,éventails et papier ditto,,orthographic
éventails_fins_et_d'ivoire~product_simplification,éventails fins et d'ivoire,,simplification
éventails_fins_et_d'ivoire~product_simplification,éventails fin d'ivoire,,orthographic
éventails_fins~product_simplification,éventails fins,,simplification
éventails_fins~product_simplification,éventails fins,,orthographic
éventails_par_douzaines~product_simplification,éventails par douzaines,,simplification
éventails_par_douzaines~product_simplification,éventails par douzaines,,orthographic
éventails_sur_écaille~product_simplification,éventails sur écaille,,simplification
éventails_sur_écaille~product_simplification,éventails sur écaille,,orthographic
éviers~product_simplification,éviers,,simplification
éviers~product_simplification,éviers,,orthographic
export~product_simplification,export,,simplification
export~product_simplification,export,,orthographic
extrait_d'aspic~product_simplification,extrait d'aspic,,simplification
extrait_d'aspic~product_simplification,extrait d'aspic,,orthographic
extrait_de_citron~product_simplification,extrait de citron,,simplification
extrait_de_citron~product_simplification,extrait de citron,,orthographic
extrait_de_genièvre~product_simplification,extrait de genièvre,,simplification
extrait_de_genièvre~product_simplification,extrait de genièvre,,orthographic
extrait_de_lavande~product_simplification,extrait de lavande,,simplification
extrait_de_lavande~product_simplification,extrait de lavande,,orthographic
quinquina_en_extrait~product_simplification,quinquina en extrait,,simplification
quinquina_en_extrait~product_simplification,extrait de quinquina,,orthographic
Saturne_en_extrait~product_simplification,Saturne en extrait,,simplification
Saturne_en_extrait~product_simplification,extrait de Saturne,,orthographic
extrait_d'odeur~product_simplification,extrait d'odeur,,simplification
extrait_d'odeur~product_simplification,extrait d'odeur,,orthographic
fagots~product_simplification,fagots,,simplification
fagots~product_simplification,fagots,,orthographic
faïence_à_miette~product_simplification,faïence à miette,,simplification
faïence_à_miette~product_simplification,faïence à miette,,orthographic
faïence_commune~product_simplification,faïence commune,,simplification
faïence_commune~product_simplification,faïence commune,,orthographic
faïence_de_Delft~product_simplification,faïence de Delft,,simplification
faïence_de_Delft~product_simplification,faïence de Delft,,orthographic
faïence_de_Rouen~product_simplification,faïence de Rouen,,simplification
faïence_de_Rouen~product_simplification,faïence de Rouen,,orthographic
faïence_diverse~product_simplification,faïence diverse,,simplification
faïence_diverse~product_simplification,faïence diverse,,orthographic
faïence_d'Oneille~product_simplification,faïence d'Oneille,,simplification
faïence_d'Oneille~product_simplification,faïence d'Oneille,,orthographic
faïence_du_Faubourg_Saint-Antoine~product_simplification,faïence du Faubourg Saint-Antoine,,simplification
faïence_du_Faubourg_Saint-Antoine~product_simplification,faïence du Faubourg Saint-Antoine,,orthographic
faïence_en_???~product_simplification,faïence en ???,,simplification
faïence_en_???~product_simplification,faïence en ???,,orthographic
pot_à_fleurs_de_faïence~product_simplification,pot à fleurs de faïence,,simplification
pot_à_fleurs_de_faïence~product_simplification,faïence en pots à fleurs,,orthographic
vases_de_jardin_de_faïence~product_simplification,vases de jardin de faïence,,simplification
vases_de_jardin_de_faïence~product_simplification,faïence en vase de jardin,,orthographic
faïence_de_Versailles~product_simplification,faïence de Versailles,,simplification
faïence_de_Versailles~product_simplification,faïence en Versailles,,orthographic
poterie_de_faïence~product_simplification,poterie de faïence,,simplification
poterie_de_faïence~product_simplification,faïence et poterie,,orthographic
gondole_de_faïence~product_simplification,gondole de faïence,,simplification
gondole_de_faïence~product_simplification,faïence gondole,,orthographic
plats_de_faïence~product_simplification,plats de faïence,,simplification
plats_de_faïence~product_simplification,faïence plats,,orthographic
faïence_et_poterie_de_grès_et_de_terre~product_simplification,faïence et poterie de grès et de terre,,simplification
faïence_et_poterie_de_grès_et_de_terre~product_simplification,faïence poterie de grès et de terre,,orthographic
faïence_et_poterie_et_verrerie~product_simplification,faïence et poterie et verrerie,,simplification
faïence_et_poterie_et_verrerie~product_simplification,faïence poterie et verrerie,,orthographic
pots_à_fleurs_de_faïence~product_simplification,pots à fleurs de faïence,,simplification
pots_à_fleurs_de_faïence~product_simplification,faïence pots à fleurs,,orthographic
faïence_pour_cheminée~product_simplification,faïence pour cheminée,,simplification
faïence_pour_cheminée~product_simplification,faïence pour cheminée,,orthographic
faïence_pour_jardin~product_simplification,faïence pour jardin,,simplification
faïence_pour_jardin~product_simplification,faïence pour jardin,,orthographic
soucoupes_de_faïence~product_simplification,soucoupes de faïence,,simplification
soucoupes_de_faïence~product_simplification,faïence soucoupes,,orthographic
soupières_de_faïence~product_simplification,soupières de faïence,,simplification
soupières_de_faïence~product_simplification,faïence soupières,,orthographic
failles_de_laine~product_simplification,failles de laine,,simplification
failles_de_laine~product_simplification,failles de laine,,orthographic
faire_la_course_aux_fraudeurs~product_simplification,faire la course aux fraudeurs,,simplification
faire_la_course_aux_fraudeurs~product_simplification,faire la course aux fraudeurs,,orthographic
faisans~product_simplification,faisans,,simplification
faisans~product_simplification,faisans,,orthographic
fais_vieux~product_simplification,fais vieux,,simplification
fais_vieux~product_simplification,fais vieux,,orthographic
faîteaux~product_simplification,faîteaux,,simplification
faîteaux~product_simplification,faîteaux,,orthographic
faitiers~product_simplification,faitiers,,simplification
faitiers~product_simplification,faitiers,,orthographic
faltranck_suisse~product_simplification,faltranck suisse,,simplification
faltranck_suisse~product_simplification,faltranck suisse,,orthographic
fanailes~product_simplification,fanailes,,simplification
fanailes~product_simplification,fanailes,,orthographic
fanal_de_navire~product_simplification,fanal de navire,,simplification
fanal_de_navire~product_simplification,fanal de navire,,orthographic
fanal_de_vaisseaux~product_simplification,fanal de vaisseaux,,simplification
fanal_de_vaisseaux~product_simplification,fanal de vaisseaux,,orthographic
fanal_de_verre~product_simplification,fanal de verre,,simplification
fanal_de_verre~product_simplification,fanal de verre,,orthographic
fanon~product_simplification,fanon,,simplification
fanon~product_simplification,fanon,,orthographic
fanon_de_baleine~product_simplification,fanon de baleine,,simplification
fanon_de_baleine~product_simplification,fanon de baleine,,orthographic
fanon_de_baleine_apprêté~product_simplification,fanon de baleine apprêté,,simplification
fanon_de_baleine_apprêté~product_simplification,fanon de baleine apprêté,,orthographic
fanon_de_baleine_brut~product_simplification,fanon de baleine brut,,simplification
fanon_de_baleine_brut~product_simplification,fanon de baleine brut,,orthographic
fanon_de_baleine_brut_de_pêche_étrangère~product_simplification,fanon de baleine brut de pêche étrangère,,simplification
fanon_de_baleine_brut_de_pêche_étrangère~product_simplification,fanon de baleine brut de pêche étrangère,,orthographic
fanon_de_baleine_brut_de_pêche_française~product_simplification,fanon de baleine brut de pêche française,,simplification
