id,name
mouchoirs~product_simplification,mouchoirs
éventails_d'écaille_et_d'ivoire_et_de_nacre~product_simplification,éventails d'écaille et d'ivoire et de nacre
barres_de_fer~product_simplification,barres de fer
ferrements~product_simplification,ferrements
ouvrages_de_fer~product_simplification,ouvrages de fer
fruits_frais~product_simplification,fruits frais
harengs_saurs~product_simplification,harengs saurs
verrerie~product_simplification,verrerie
livres~product_simplification,livres
nappes~product_simplification,nappes
marchandises_en_articles_de_moindre_importance~product_simplification,marchandises en articles de moindre importance
soie~product_simplification,soie
meules_pour_moulins~product_simplification,meules pour moulins
moulins_à_café~product_simplification,moulins à café
pipes_à_fumer_de_terre_cuite~product_simplification,pipes à fumer de terre cuite
peaux_apprêtées~product_simplification,peaux apprêtées
peaux_de_loup~product_simplification,peaux de loup
poisson~product_simplification,poisson
toile_grise_de_lin_en_dessous_de_10_sols_l'aune~product_simplification,toile grise de lin en dessous de 10 sols l'aune
agneaux~product_simplification,agneaux
amandes~product_simplification,amandes
orfèvrerie_d'argent~product_simplification,orfèvrerie d'argent
armes~product_simplification,armes
fusils_de_traite~product_simplification,fusils de traite
matériaux_de_construction~product_simplification,matériaux de construction
bas_de_soie~product_simplification,bas de soie
batiste_et_linon~product_simplification,batiste et linon
benjoin~product_simplification,benjoin
bestiaux~product_simplification,bestiaux
chèvres~product_simplification,chèvres
génisses~product_simplification,génisses
veaux~product_simplification,veaux
bijouterie~product_simplification,bijouterie
blanc_de_plomb~product_simplification,blanc de plomb
grains_sarrasin~product_simplification,grains sarrasin
bordage_de_chêne~product_simplification,bordage de chêne
bordage_de_sapin~product_simplification,bordage de sapin
bois_de_Brésil~product_simplification,bois de Brésil
bois_pour_construction~product_simplification,bois pour construction
douelles~product_simplification,douelles
bois_de_santal~product_simplification,bois de santal
mâts_de_sapin~product_simplification,mâts de sapin
planches_de_bois~product_simplification,planches de bois
eau-de-vie~product_simplification,eau-de-vie
liqueurs~product_simplification,liqueurs
bonneterie_de_soie~product_simplification,bonneterie de soie
bouteilles_de_verre~product_simplification,bouteilles de verre
brai_et_goudron_et_résines~product_simplification,brai et goudron et résines
camphre~product_simplification,camphre
cannelle~product_simplification,cannelle
canons~product_simplification,canons
caves_de_flacons~product_simplification,caves de flacons
fauteuils_de_paille~product_simplification,fauteuils de paille
chapeaux_de_laine~product_simplification,chapeaux de laine
chaudière_de_fer~product_simplification,chaudière de fer
chaudière_de_fonte~product_simplification,chaudière de fonte
chaudron_de_cuivre~product_simplification,chaudron de cuivre
crasse_de_cire~product_simplification,crasse de cire
confitures~product_simplification,confitures
couleurs~product_simplification,couleurs
couvertures_de_coton_et_de_fil~product_simplification,couvertures de coton et de fil
ouvrages_de_cuir~product_simplification,ouvrages de cuir
cuirs_apprêtés~product_simplification,cuirs apprêtés
curcuma~product_simplification,curcuma
habits~product_simplification,habits
terraille~product_simplification,terraille
fruits_secs~product_simplification,fruits secs
drap_commun~product_simplification,drap commun
droguet_de_laine~product_simplification,droguet de laine
eau-forte~product_simplification,eau-forte
drogues_médicinales~product_simplification,drogues médicinales
gomme_adragant~product_simplification,gomme adragant
gomme_de_Barbarie~product_simplification,gomme de Barbarie
gomme_sandaraque~product_simplification,gomme sandaraque
réglisse~product_simplification,réglisse
séné~product_simplification,séné
safranum~product_simplification,safranum
inde_plate~product_simplification,inde plate
iris~product_simplification,iris
stil_de_grain~product_simplification,stil de grain
térébenthine~product_simplification,térébenthine
tournesol~product_simplification,tournesol
ocre~product_simplification,ocre
vitriol~product_simplification,vitriol
pastel~product_simplification,pastel
herbes_à_teindre~product_simplification,herbes à teindre
huile_de_poisson~product_simplification,huile de poisson
étoffe_de_fil_et_de_laine~product_simplification,étoffe de fil et de laine
velours_de_coton~product_simplification,velours de coton
prunelle_de_laine~product_simplification,prunelle de laine
étoffe_peluches_de_laine~product_simplification,étoffe peluches de laine
panne_de_poil~product_simplification,panne de poil
étoffe_des_Indes~product_simplification,étoffe des Indes
étoffe_de_soie_dorure_d'or~product_simplification,étoffe de soie dorure d'or
moquette~product_simplification,moquette
étoffe_riche~product_simplification,étoffe riche
fer-blanc~product_simplification,fer-blanc
ouvrages_de_fonte~product_simplification,ouvrages de fonte
poids_de_fer~product_simplification,poids de fer
fil~product_simplification,fil
fil_de_laiton~product_simplification,fil de laiton
orange~product_simplification,orange
raisin_sec~product_simplification,raisin sec
pruneaux~product_simplification,pruneaux
graine~product_simplification,graine
lingerie~product_simplification,lingerie
harengs_blancs~product_simplification,harengs blancs
pendules~product_simplification,pendules
huile_de_copahu~product_simplification,huile de copahu
marchandises_des_Indes~product_simplification,marchandises des Indes
laine_d'Espagne~product_simplification,laine d'Espagne
légumes~product_simplification,légumes
lignes_à_pêcher~product_simplification,lignes à pêcher
serviettes~product_simplification,serviettes
métal~product_simplification,métal
meules_à_taillandier~product_simplification,meules à taillandier
ouvrages_de_modes~product_simplification,ouvrages de modes
morue_salée~product_simplification,morue salée
mouchoirs_de_coton_et_fil~product_simplification,mouchoirs de coton et fil
mouchoirs_de_fil~product_simplification,mouchoirs de fil
ruban~product_simplification,ruban
brique~product_simplification,brique
souliers_de_cuir~product_simplification,souliers de cuir
sellerie~product_simplification,sellerie
peaux_d'ours~product_simplification,peaux d'ours
platille~product_simplification,platille
quincaillerie_de_fer~product_simplification,quincaillerie de fer
selles~product_simplification,selles
vin~product_simplification,vin
toile_de_Fougères~product_simplification,toile de Fougères
toile_de_Bretagne_hauts_brins~product_simplification,toile de Bretagne hauts brins
toile_de_Laval~product_simplification,toile de Laval
toile_de_Morlaix~product_simplification,toile de Morlaix
toile_de_Pontivy~product_simplification,toile de Pontivy
vin_de_France~product_simplification,vin de France
potasse~product_simplification,potasse
aloès~product_simplification,aloès
ancres_de_fer~product_simplification,ancres de fer
badiane~product_simplification,badiane
barres_d'anspects~product_simplification,barres d'anspects
argent~product_simplification,argent
monnaies_d'argent~product_simplification,monnaies d'argent
sequins~product_simplification,sequins
armes_à_feu~product_simplification,armes à feu
fusils~product_simplification,fusils
pistolets~product_simplification,pistolets
sabres~product_simplification,sabres
ouvrages_d'industrie~product_simplification,ouvrages d'industrie
lest~product_simplification,lest
bajutapau~product_simplification,bajutapau
barriques_vides_vieilles~product_simplification,barriques vides vieilles
bas_de_coton~product_simplification,bas de coton
bas_de_fil~product_simplification,bas de fil
brebis~product_simplification,brebis
taureaux~product_simplification,taureaux
mules~product_simplification,mules
bière~product_simplification,bière
blanc_de_baleine~product_simplification,blanc de baleine
bleu_de_Prusse~product_simplification,bleu de Prusse
bois_pour_bâtir~product_simplification,bois pour bâtir
bois_de_buis~product_simplification,bois de buis
douelles_pour_fonds~product_simplification,douelles pour fonds
douelles_pour_tierçons~product_simplification,douelles pour tierçons
bois_d'acajou~product_simplification,bois d'acajou
madriers_d'acajou~product_simplification,madriers d'acajou
planches_d'acajou~product_simplification,planches d'acajou
bois_d'ébène~product_simplification,bois d'ébène
bois_de_fustet~product_simplification,bois de fustet
merrains_pour_barriques~product_simplification,merrains pour barriques
bois_de_sapin~product_simplification,bois de sapin
vin_de_Bordeaux~product_simplification,vin de Bordeaux
bonneterie_de_laine~product_simplification,bonneterie de laine
liège_en_bouchons~product_simplification,liège en bouchons
bougie_de_cire_blanche~product_simplification,bougie de cire blanche
bourre_de_soie~product_simplification,bourre de soie
brai_et_goudron_et_poix_et_résines~product_simplification,brai et goudron et poix et résines
brun_rouge~product_simplification,brun rouge
cacao~product_simplification,cacao
café~product_simplification,café
caladaris~product_simplification,caladaris
toile_de_Cambrai~product_simplification,toile de Cambrai
camelot_de_poil~product_simplification,camelot de poil
camelot_de_soie~product_simplification,camelot de soie
carisel~product_simplification,carisel
cassia_lignea~product_simplification,cassia lignea
soudes~product_simplification,soudes
jambon_salé~product_simplification,jambon salé
chaises_de_commodité_et_leurs_pots~product_simplification,chaises de commodité et leurs pots
chaises_de_paille~product_simplification,chaises de paille
chapeaux_de_castor~product_simplification,chapeaux de castor
chapeaux_de_demi-castor~product_simplification,chapeaux de demi-castor
chapeaux_de_paille~product_simplification,chapeaux de paille
toile_chasselas~product_simplification,toile chasselas
citrons_et_orange~product_simplification,citrons et orange
colle~product_simplification,colle
toile_de_Combourg~product_simplification,toile de Combourg
fromage~product_simplification,fromage
graisse~product_simplification,graisse
pâte_d'Italie_et_vermicelle~product_simplification,pâte d'Italie et vermicelle
cordes_de_boyaux~product_simplification,cordes de boyaux
cordes_pour_violons~product_simplification,cordes pour violons
coriandre~product_simplification,coriandre
coton_brut_et_fil_de_coton~product_simplification,coton brut et fil de coton
mousseline_de_coton~product_simplification,mousseline de coton
couvertures_de_laine~product_simplification,couvertures de laine
craie~product_simplification,craie
dattes~product_simplification,dattes
gingembre~product_simplification,gingembre
tafia~product_simplification,tafia
sirop~product_simplification,sirop
dentelle_de_fil~product_simplification,dentelle de fil
vin_de_ville~product_simplification,vin de ville
provisions~product_simplification,provisions
drap_de_castor~product_simplification,drap de castor
drap_de_Sedan~product_simplification,drap de Sedan
drap_de_Languedoc~product_simplification,drap de Languedoc
espagnolette~product_simplification,espagnolette
flanelle_de_laine~product_simplification,flanelle de laine
futaine~product_simplification,futaine
raze_de_castor~product_simplification,raze de castor
droguet_de_fil_et_de_laine~product_simplification,droguet de fil et de laine
drap_teint~product_simplification,drap teint
drogues_pour_peintures~product_simplification,drogues pour peintures
gaude~product_simplification,gaude
gomme_commune~product_simplification,gomme commune
huile_de_vitriol~product_simplification,huile de vitriol
fleurs~product_simplification,fleurs
jalap~product_simplification,jalap
salsepareille~product_simplification,salsepareille
scammonée~product_simplification,scammonée
storax~product_simplification,storax
sublimé~product_simplification,sublimé
sang_de_dragon~product_simplification,sang de dragon
essence_de_térébenthine~product_simplification,essence de térébenthine
orseille~product_simplification,orseille
peintures~product_simplification,peintures
vernis~product_simplification,vernis
eau_de_rose~product_simplification,eau de rose
écorce~product_simplification,écorce
huile_d'olive~product_simplification,huile d'olive
muscades~product_simplification,muscades
moutarde~product_simplification,moutarde
étoffe_de_soie_dorure_d'argent~product_simplification,étoffe de soie dorure d'argent
étoffe_de_poil~product_simplification,étoffe de poil
flanelle~product_simplification,flanelle
serge~product_simplification,serge
panne_de_soie~product_simplification,panne de soie
vaisselle_de_faïence~product_simplification,vaisselle de faïence
fer~product_simplification,fer
moulins_de_fer_à_sucre~product_simplification,moulins de fer à sucre
outils_de_fer~product_simplification,outils de fer
fil_cru_à_toile~product_simplification,fil cru à toile
filets_à_pêcher~product_simplification,filets à pêcher
foin~product_simplification,foin
forme_à_sucre~product_simplification,forme à sucre
citrons_et_orange_frais~product_simplification,citrons et orange frais
poires_et_pommes_fraîches~product_simplification,poires et pommes fraîches
poires~product_simplification,poires
pommes_fraîches~product_simplification,pommes fraîches
raisin~product_simplification,raisin
pistaches~product_simplification,pistaches
noisettes~product_simplification,noisettes
graine_de_moutarde~product_simplification,graine de moutarde
galon_d'argent_et_d'or_fin~product_simplification,galon d'argent et d'or fin
gaze_de_soie~product_simplification,gaze de soie
grains_avoine~product_simplification,grains avoine
grains_soucrillon~product_simplification,grains soucrillon
graine_de_coton~product_simplification,graine de coton
graine_de_trèfle~product_simplification,graine de trèfle
habits_de_soie~product_simplification,habits de soie
huile_d'olive_pour_fabrique~product_simplification,huile d'olive pour fabrique
huîtres~product_simplification,huîtres
ouvrages~product_simplification,ouvrages
peaux_et_pelleterie~product_simplification,peaux et pelleterie
plumes~product_simplification,plumes
porcelaine~product_simplification,porcelaine
instruments_pour_les_arts_et_les_sciences~product_simplification,instruments pour les arts et les sciences
toile_de_Killis~product_simplification,toile de Killis
laine~product_simplification,laine
laine_d'Italie~product_simplification,laine d'Italie
pommes_de_terre~product_simplification,pommes de terre
marchandises_à_l'estimation~product_simplification,marchandises à l'estimation
thé~product_simplification,thé
Nankin_des_Indes~product_simplification,Nankin des Indes
tabatières_de_carton~product_simplification,tabatières de carton
ganivelles~product_simplification,ganivelles
meules_à_aiguiser~product_simplification,meules à aiguiser
morue~product_simplification,morue
outils~product_simplification,outils
ouvrages_divers~product_simplification,ouvrages divers
ouvrages_de_plomb~product_simplification,ouvrages de plomb
poterie_de_terre_cuite~product_simplification,poterie de terre cuite
ruban_de_fil~product_simplification,ruban de fil
peaux_de_castor~product_simplification,peaux de castor
peaux_de_chevreuil~product_simplification,peaux de chevreuil
peaux_de_loup_cervier~product_simplification,peaux de loup cervier
peaux_de_loutre~product_simplification,peaux de loutre
peaux_de_renard~product_simplification,peaux de renard
pêche_à_Terre-Neuve~product_simplification,pêche à Terre-Neuve
pêche_au_poisson_frais~product_simplification,pêche au poisson frais
pierres~product_simplification,pierres
pierres_à_chaux~product_simplification,pierres à chaux
plomb_en_grenaille~product_simplification,plomb en grenaille
plumes_à_lit~product_simplification,plumes à lit
sardines~product_simplification,sardines
poisson_frais~product_simplification,poisson frais
œufs~product_simplification,œufs
sucrerie~product_simplification,sucrerie
toile_de_coutil~product_simplification,toile de coutil
toile_de_ménage~product_simplification,toile de ménage
toile_de_Bretagne_de_4_fils~product_simplification,toile de Bretagne de 4 fils
toile_de_Languenan~product_simplification,toile de Languenan
toile_de_Poldavie~product_simplification,toile de Poldavie
toile_de_fil_de_coton~product_simplification,toile de fil de coton
toile_d'emballage~product_simplification,toile d'emballage
toile_peinte~product_simplification,toile peinte
toile_royale~product_simplification,toile royale
vin_de_Malaga~product_simplification,vin de Malaga
verdet_cristallisé~product_simplification,verdet cristallisé
aiguilles~product_simplification,aiguilles
aiguilles_à_coudre~product_simplification,aiguilles à coudre
amandes_en_coque~product_simplification,amandes en coque
ânes~product_simplification,ânes
boucles_d'argent~product_simplification,boucles d'argent
fusils_de_chasse~product_simplification,fusils de chasse
armes_blanches~product_simplification,armes blanches
épée~product_simplification,épée
platines_de_fusils~product_simplification,platines de fusils
outils_pour_la_pêche~product_simplification,outils pour la pêche
assiette_de_faïence~product_simplification,assiette de faïence
ouvrages_d'auf~product_simplification,ouvrages d'auf
comestibles~product_simplification,comestibles
outils_de_pêche_à_la_morue~product_simplification,outils de pêche à la morue
azur_commun~product_simplification,azur commun
taffetas~product_simplification,taffetas
bas~product_simplification,bas
basin~product_simplification,basin
bâtons_à_lave-place~product_simplification,bâtons à lave-place
boucs~product_simplification,boucs
bœuf_et_vaches~product_simplification,bœuf et vaches
porcelets~product_simplification,porcelets
bêtes_de_somme~product_simplification,bêtes de somme
bois_pour_brûler~product_simplification,bois pour brûler
merrains_pour_quarts~product_simplification,merrains pour quarts
douelles_pour_tonneau~product_simplification,douelles pour tonneau
boissellerie~product_simplification,boissellerie
bois_de_Caliatour~product_simplification,bois de Caliatour
cercles_de_bois~product_simplification,cercles de bois
feuillards_de_bois~product_simplification,feuillards de bois
planches_de_noyer~product_simplification,planches de noyer
bois_de_Sainte-Marthe~product_simplification,bois de Sainte-Marthe
bois_de_santal_moulu~product_simplification,bois de santal moulu
bois_des_Indes_jaune~product_simplification,bois des Indes jaune
bois_de_teinture~product_simplification,bois de teinture
espars~product_simplification,espars
bonnets_de_laine~product_simplification,bonnets de laine
bonnets_de_coton~product_simplification,bonnets de coton
bonneterie_de_coton~product_simplification,bonneterie de coton
gants_de_soie~product_simplification,gants de soie
bourre_de_coton_et_fil~product_simplification,bourre de coton et fil
dame-jeannes~product_simplification,dame-jeannes
boutons_de_crin~product_simplification,boutons de crin
boutons_de_fil_d'or~product_simplification,boutons de fil d'or
boyaux_salés~product_simplification,boyaux salés
brai_et_goudron~product_simplification,brai et goudron
brandans~product_simplification,brandans
brochets~product_simplification,brochets
broderie~product_simplification,broderie
burail~product_simplification,burail
burat~product_simplification,burat
bœuf_en_daube~product_simplification,bœuf en daube
chocolat~product_simplification,chocolat
pâte_de_cacao~product_simplification,pâte de cacao
cadis~product_simplification,cadis
café_de_Bourbon~product_simplification,café de Bourbon
café_de_Moka~product_simplification,café de Moka
cafetières_de_cuivre~product_simplification,cafetières de cuivre
camelot_de_laine~product_simplification,camelot de laine
toile_canevas~product_simplification,toile canevas
caractères_à_imprimerie~product_simplification,caractères à imprimerie
cartes_géographiques~product_simplification,cartes géographiques
casse~product_simplification,casse
cassonade~product_simplification,cassonade
cauris~product_simplification,cauris
caves_de_6_flacons~product_simplification,caves de 6 flacons
cendre_bleue~product_simplification,cendre bleue
védasse~product_simplification,védasse
lard~product_simplification,lard
langues_de_bœuf_salées~product_simplification,langues de bœuf salées
vin_de_Champagne~product_simplification,vin de Champagne
chapeaux_à_nègre~product_simplification,chapeaux à nègre
chapeaux_bordés_d'or_de_castor~product_simplification,chapeaux bordés d'or de castor
charbon_de_terre~product_simplification,charbon de terre
châtaignes_fraîches~product_simplification,châtaignes fraîches
chemises_à_nègre~product_simplification,chemises à nègre
chemises_de_toile_guingans~product_simplification,chemises de toile guingans
chemises_garnies~product_simplification,chemises garnies
cinabre~product_simplification,cinabre
cire_blanche_et_jaune~product_simplification,cire blanche et jaune
citrons_frais~product_simplification,citrons frais
clavecin~product_simplification,clavecin
cloches_de_fonte~product_simplification,cloches de fonte
gruau~product_simplification,gruau
commode_avec_dessus_de_marbre~product_simplification,commode avec dessus de marbre
coque_du_Levant~product_simplification,coque du Levant
cordage~product_simplification,cordage
coton_des_Indes~product_simplification,coton des Indes
bonneterie_de_coton_et_bonneterie_de_fil~product_simplification,bonneterie de coton et bonneterie de fil
couperose_verte~product_simplification,couperose verte
cruches_de_grès~product_simplification,cruches de grès
cuirs_de_bœuf_en_poil~product_simplification,cuirs de bœuf en poil
cuirs_en_poil~product_simplification,cuirs en poil
cuirs_tannés~product_simplification,cuirs tannés
cuivre~product_simplification,cuivre
feuilles_de_cuivre_et_planches_de_cuivre~product_simplification,feuilles de cuivre et planches de cuivre
cumin~product_simplification,cumin
vin_de_haut~product_simplification,vin de haut
marchandises_des_Îles~product_simplification,marchandises des Îles
sucre_brut~product_simplification,sucre brut
dentelle_de_fil_grosse~product_simplification,dentelle de fil grosse
dentelle_de_chanvre_et_de_lin~product_simplification,dentelle de chanvre et de lin
dentelle_de_soie_blonde~product_simplification,dentelle de soie blonde
ivoire~product_simplification,ivoire
casimir_de_laine~product_simplification,casimir de laine
drap_d'Amiens~product_simplification,drap d'Amiens
drap_d'Angleterre~product_simplification,drap d'Angleterre
drap_de_Beauvais~product_simplification,drap de Beauvais
drap_de_Carcassonne~product_simplification,drap de Carcassonne
drap_de_Montauban~product_simplification,drap de Montauban
drap_de_Silésie~product_simplification,drap de Silésie
drap_du_Nord~product_simplification,drap du Nord
serge_imprimée~product_simplification,serge imprimée
drogues_chimiques_et_métalliques~product_simplification,drogues chimiques et métalliques
gomme_élastique~product_simplification,gomme élastique
gomme_laque~product_simplification,gomme laque
squine~product_simplification,squine
tamarin~product_simplification,tamarin
thériaque~product_simplification,thériaque
vitriol_bleu~product_simplification,vitriol bleu
bleu_en_pierres~product_simplification,bleu en pierres
lakmoes~product_simplification,lakmoes
sel_de_Glauber~product_simplification,sel de Glauber
sel_gemme~product_simplification,sel gemme
ocre_rouge~product_simplification,ocre rouge
fleurs_d'aspic~product_simplification,fleurs d'aspic
gomme_de_gaïac~product_simplification,gomme de gaïac
musc~product_simplification,musc
myrrhe~product_simplification,myrrhe
orpiment~product_simplification,orpiment
laque_plate~product_simplification,laque plate
graine_d'Avignon~product_simplification,graine d'Avignon
indigo_guatimalo~product_simplification,indigo guatimalo
jais~product_simplification,jais
jaune_de_Naples~product_simplification,jaune de Naples
sanguine~product_simplification,sanguine
droguet_de_soie~product_simplification,droguet de soie
eau-de-vie_de_genièvre~product_simplification,eau-de-vie de genièvre
eau_médicinale~product_simplification,eau médicinale
écorce_de_cacao~product_simplification,écorce de cacao
écorce_de_citron_et_d'orange~product_simplification,écorce de citron et d'orange
écorce_à_tanner~product_simplification,écorce à tanner
linge~product_simplification,linge
enclumes_de_fer~product_simplification,enclumes de fer
engrais~product_simplification,engrais
girofle~product_simplification,girofle
noix_de_muscade~product_simplification,noix de muscade
huile_de_lin~product_simplification,huile de lin
essieux_de_fer~product_simplification,essieux de fer
esturgeon~product_simplification,esturgeon
étain~product_simplification,étain
étoffe_dorure_d'argent~product_simplification,étoffe dorure d'argent
étoffe_de_coton_et_de_laine~product_simplification,étoffe de coton et de laine
étoffe_de_fleuret~product_simplification,étoffe de fleuret
panne_de_laine~product_simplification,panne de laine
étoffe_de_laine_et_poil~product_simplification,étoffe de laine et poil
étoffe_mi_soie~product_simplification,étoffe mi soie
panne~product_simplification,panne
étoffe_de_coton_de_fil_et_de_soie~product_simplification,étoffe de coton de fil et de soie
Pékin~product_simplification,Pékin
